iter	RMSE
204	0.3094527954
205	0.3093931717
206	0.3093103343
207	0.3092509301
208	0.3091772053
209	0.3090191578
210	0.3088600078
211	0.3087928709
212	0.3087326979
213	0.3086430233
214	0.3086030564
215	0.3085105355
216	0.3084600586
217	0.3083224386
218	0.3082482473
219	0.3081834064
220	0.3080879848
221	0.3080169409
222	0.3079121341
223	0.3078078014
224	0.3077466224
225	0.307707906
226	0.3076324782
227	0.3075419911
228	0.3074733844
229	0.3073840545
230	0.3073045581
231	0.3072032666
232	0.3071426512
233	0.3070540334
234	0.3070033503
235	0.306897464
236	0.3068547052
237	0.3067806832
238	0.3067148231
239	0.3066452277
240	0.3066012844
241	0.3065108727
242	0.3063756787
243	0.3063312602
244	0.306286656
245	0.3062416427
246	0.306123522
247	0.3060726115
248	0.3060120237
249	0.3059656366
250	0.3059140582
251	0.3058373913
252	0.305786868
253	0.3057522782
254	0.3056517604
255	0.3056258191
256	0.3055712053
257	0.3054537974
258	0.3054143182
259	0.3053400903
260	0.305285614
261	0.3051844297
262	0.3050911224
263	0.3050287557
264	0.3049369582
265	0.3048913627
266	0.3048158183
267	0.3047750808
268	0.3047290954
269	0.3046820233
270	0.3045982626
271	0.3045168952
272	0.3044719228
273	0.30437937
274	0.304298549
275	0.3042241538
276	0.3041518151
277	0.3040569493
278	0.3040187244
279	0.3039901493
280	0.3039339883
281	0.303869801
282	0.3037679573
283	0.3036853762
284	0.3035529005
285	0.3035155675
286	0.3034054027
287	0.3033233909
288	0.3032283603
289	0.3031801066
290	0.3031219998
291	0.303027986
292	0.3029528488
293	0.3028564386
294	0.3027824179
295	0.3027256391
296	0.3026802508
297	0.3025864578
298	0.3025140232
299	0.302481172
300	0.3023856603
301	0.3022788042
302	0.3022215853
303	0.3021643837
304	0.3020787776
305	0.3020228035
306	0.3019637255
307	0.3018968423
308	0.3018620971
309	0.301803428
310	0.3017071539
311	0.3016518307
312	0.3015826506
313	0.3014981511
314	0.3014572188
315	0.3013806157
316	0.301279279
317	0.3012301111
318	0.3011776839
319	0.3011490046
320	0.3010948131
321	0.3010399829
322	0.3009714277
323	0.3009409961
324	0.300897348
325	0.3008603454
326	0.3007772099
327	0.3007224364
328	0.3006370512
329	0.3005750419
330	0.3005282818
331	0.3004708537
332	0.3004359737
333	0.3003484515
334	0.3003278869
335	0.3002144417
336	0.3001359989
337	0.3000645418
338	0.2999196739
339	0.2998673069
340	0.2997512616
341	0.2996864899
342	0.2995875489
343	0.2995280989
344	0.2994565924
345	0.2994348721
346	0.2993618138
347	0.2993029569
348	0.2992705627
349	0.2992366186
350	0.299182593
351	0.2990900027
352	0.2990376624
353	0.2989550712
354	0.2989006853
355	0.2988200599
356	0.2987845488
357	0.2987387384
358	0.2987141166
359	0.2986569478
360	0.2985814774
361	0.2984892341
362	0.2984432158
363	0.2983533426
364	0.2982631715
365	0.2982447559
366	0.2982042056
367	0.2980945753
368	0.2980173661
369	0.2979675021
370	0.2978489014
371	0.2977560363
372	0.2976785609
373	0.297624919
374	0.29753822
375	0.2975125471
376	0.2974414598
377	0.2973786318
378	0.2973066436
379	0.2972555126
380	0.2971956889
381	0.2970693914
382	0.2970079574
383	0.296896419
384	0.2968518312
385	0.2967776417
386	0.296752738
387	0.2966885963
388	0.2965785275
389	0.2964651192
390	0.2963933455
391	0.2963382116
392	0.2962812441
393	0.2961768009
394	0.2961260353
395	0.2960766275
396	0.2960343834
397	0.2959931468
398	0.2959461395
399	0.2959039098
400	0.2958051828
401	0.2957588824
402	0.2957425101
403	0.2956797176
404	0.2956574749
405	0.295565197
406	0.2955298096
407	0.2954816368
408	0.2953955677
409	0.2953503867
410	0.2952812448
411	0.2952231898
412	0.2951621488
413	0.2951159059
414	0.2950797377
415	0.2949893526
416	0.2949034074
417	0.2947970626
418	0.2947229707
419	0.2946484856
420	0.2945607015
421	0.2945128702
422	0.2944788963
423	0.2944307252
424	0.2943685053
425	0.2942847347
426	0.2942189148
427	0.2941642518
428	0.2941331225
429	0.2940550419
430	0.2940160108
431	0.2939674974
432	0.2938723684
433	0.2938406406
434	0.2937581569
435	0.2937207501
436	0.2937031493
437	0.2936848218
438	0.293592419
439	0.2935193113
440	0.2934539181
441	0.293407297
442	0.293351016
443	0.2933131566
444	0.2932536634
445	0.2932079643
446	0.293122412
447	0.2930309756
448	0.2929373302
449	0.2928481437
450	0.2928335247
451	0.2927745002
452	0.2927024421
453	0.2926500448
454	0.292604336
455	0.2925285619
456	0.2924354357
457	0.292347157
458	0.2922895743
459	0.2922752319
460	0.2922059266
461	0.292123434
462	0.2920845349
463	0.2920234572
464	0.2919994804
465	0.2919904471
466	0.2919173313
467	0.2918453982
468	0.2917771189
469	0.2917363922
470	0.2917136185
471	0.2916742359
472	0.2916465506
473	0.291560096
474	0.2914809559
475	0.2914470702
476	0.2913798177
477	0.2912767757
478	0.2912341371
479	0.2912225783
480	0.2911815041
481	0.2911082313
482	0.2910685287
483	0.2910111272
484	0.2909393446
485	0.2908058295
486	0.2907298354
487	0.2906875085
488	0.2905765713
489	0.2905395467
490	0.2904809573
491	0.2904176443
492	0.290367064
493	0.2903087798
494	0.2902676465
495	0.2902166894
496	0.2901487709
497	0.290097372
498	0.2900478458
499	0.2899939449
500	0.2899256281
501	0.2898447006
502	0.2898093554
503	0.2897337674
504	0.2896783615
505	0.2896315668
506	0.2895823398
507	0.2895226133
508	0.2894659322
509	0.289413173
510	0.2893787155
511	0.2893616398
512	0.2893241251
513	0.2892569736
514	0.2891994998
515	0.2891583045
516	0.2891084956
517	0.2890358078
518	0.2889801172
519	0.2889269874
520	0.2888765714
521	0.2888322842
522	0.2888192503
523	0.2887605735
524	0.2887065423
525	0.2886439452
526	0.2886185555
527	0.2885836252
528	0.2885123424
529	0.2884528156
530	0.2883947194
531	0.2883516142
532	0.2883253116
533	0.2883036529
534	0.2882147094
535	0.2881661454
536	0.2881483489
537	0.2881244122
538	0.2880921733
539	0.2880387862
540	0.2880046002
541	0.2879467552
542	0.2878641902
543	0.2878224271
544	0.2877530938
545	0.2876980485
546	0.2876723466
547	0.287611299
548	0.2875654983
549	0.2875123734
550	0.2874672759
551	0.2873404427
552	0.2872205395
553	0.2871673857
554	0.2871351953
555	0.2870836534
556	0.2870216858
557	0.286994056
558	0.2868974436
559	0.2868450356
560	0.2867968482
561	0.2867747748
562	0.2867315266
563	0.2866921454
564	0.2866536564
565	0.2865318887
566	0.2864987964
567	0.2864403916
568	0.2864181823
569	0.2863833043
570	0.2863232259
571	0.2862982534
572	0.286283983
573	0.2862364151
574	0.2861844423
575	0.286135308
576	0.2861109913
577	0.2860293174
578	0.2859821616
579	0.285947729
580	0.2858883244
581	0.2858498883
582	0.2858012989
583	0.2857477911
584	0.2857012734
585	0.2856833267
586	0.2856316716
587	0.2855723069
588	0.2855114758
589	0.2854635243
590	0.2854168658
591	0.2853792515
592	0.2853279717
593	0.2852766894
594	0.2852021807
595	0.2851459435
596	0.2850924351
597	0.2850610993
598	0.2850203931
599	0.2849613894
600	0.2849115229
601	0.2848675789
602	0.284827726
603	0.2847546478
604	0.2847395321
605	0.2846816882
606	0.2846248935
607	0.2845516115
608	0.2844993021
609	0.2844771495
610	0.2843989243
611	0.2843641814
612	0.2843212292
613	0.2842820176
614	0.2842514573
615	0.2841916387
616	0.2841645292
617	0.2840977539
618	0.284061985
619	0.2840165938
620	0.2839925598
621	0.2839571561
622	0.2839241812
623	0.2838741013
624	0.2838336618
625	0.2837711142
626	0.2837207222
627	0.2837016373
628	0.2836713418
629	0.2836246805
630	0.2835802417
631	0.2835223691
632	0.2834785412
633	0.2834468558
634	0.2833876852
635	0.2833537977
636	0.2833100583
637	0.2832415073
638	0.2832201649
639	0.2831561154
640	0.2831406458
641	0.2830800013
642	0.283066457
643	0.2830503981
644	0.2830250603
645	0.2829603894
646	0.2829097945
647	0.2828568542
648	0.2827809528
649	0.2827430766
650	0.2827058573
651	0.2826197996
652	0.2825829559
653	0.2824960982
654	0.2824028661
655	0.282344834
656	0.2823134759
657	0.2822784308
658	0.2822368568
659	0.282222229
660	0.2821870514
661	0.2821283038
662	0.2821073303
663	0.2820410981
664	0.2819517837
665	0.2818926572
666	0.2818469377
667	0.2818096395
668	0.2817997814
669	0.2817553787
670	0.2816996676
671	0.2816403385
672	0.2815896053
673	0.28156673
674	0.2814955373
675	0.2814538292
676	0.2814088047
677	0.28137208
678	0.281341468
679	0.2813134674
680	0.2812822613
681	0.2812394185
682	0.2811827813
683	0.2811635185
684	0.281109941
685	0.2810776354
686	0.2810249771
687	0.2809984969
688	0.2809529801
689	0.28090709
690	0.2808307393
691	0.2807874281
692	0.280748751
693	0.2807091455
694	0.2806957267
695	0.2806549279
696	0.2805987679
697	0.2805331025
698	0.2805078385
699	0.2805011062
700	0.2804739129
701	0.28043396
702	0.2804144904
703	0.2803578847
704	0.2803472442
705	0.2802912464
706	0.2802750041
707	0.2802529872
708	0.2801861519
709	0.2801454041
710	0.280087176
711	0.2800754885
712	0.2799998591
713	0.279959122
714	0.2798785962
715	0.2798240496
716	0.2797408038
717	0.2796621022
718	0.2796548016
719	0.2795980051
720	0.2795463161
721	0.2795133494
722	0.2794604275
723	0.2794374438
724	0.2793912001
725	0.2793520623
726	0.2793300719
727	0.2792846635
728	0.2792633908
729	0.279189879
730	0.2791799399
731	0.2791587798
732	0.2791372335
733	0.2790936355
734	0.2790368898
735	0.2790017171
736	0.2789687845
737	0.2789360376
738	0.2788751229
739	0.2788551567
740	0.2787718787
741	0.278730724
742	0.2786909774
743	0.2786692661
744	0.2785772745
745	0.2785184291
746	0.2784427818
747	0.2784129732
748	0.2783638084
749	0.2782996749
750	0.278260472
751	0.2782066193
752	0.2781490025
753	0.278101113
754	0.2780403746
755	0.2779894555
756	0.2779523403
757	0.2779306583
758	0.2778751336
759	0.2778155249
760	0.2777590216
761	0.2777330864
762	0.277680407
763	0.2776324885
764	0.2775886805
765	0.2775730621
766	0.2775203243
767	0.2774601032
768	0.2774066276
769	0.2773607601
770	0.2773336642
771	0.277321277
772	0.2772919636
773	0.277241149
774	0.2772053594
775	0.2771788155
776	0.2771304778
777	0.2771093597
778	0.2770528512
779	0.2769985671
780	0.2769719868
781	0.2769085894
782	0.2768817982
783	0.2768306202
784	0.2767871536
785	0.27674462
786	0.2767117938
787	0.2766635387
788	0.2766358359
789	0.2765748684
790	0.2765505674
791	0.2764585569
792	0.27642977
793	0.2764108909
794	0.2763604576
795	0.2763442605
796	0.2763270418
797	0.2763036468
798	0.276285168
799	0.2762412995
800	0.2762104404
801	0.2761971701
802	0.2761038721
803	0.276090936
804	0.2760565392
805	0.2760199964
806	0.2759704073
807	0.2759111699
808	0.2758702182
809	0.2758562115
810	0.2758260623
811	0.2757728747
812	0.2757030229
813	0.2756803322
814	0.275630743
815	0.2755906296
816	0.2755638288
817	0.2755087418
818	0.2754705269
819	0.2753957284
820	0.2753609025
821	0.2753355326
822	0.2752518606
823	0.2752117498
824	0.2751939082
825	0.2751373514
826	0.2750909371
827	0.2750754248
828	0.2750180645
829	0.2749891607
830	0.2749559406
831	0.2749220164
832	0.2748400716
833	0.2748348683
834	0.2748037626
835	0.2747503002
836	0.2747172924
837	0.2746739597
838	0.274624191
839	0.2745724492
840	0.2745306072
841	0.274503649
842	0.2744597233
843	0.2744044343
844	0.2743757362
845	0.2743470186
846	0.2743221644
847	0.2742956976
848	0.2742401194
849	0.2742080779
850	0.2741928146
851	0.2741526317
852	0.2741210538
853	0.2740804102
854	0.2740376458
855	0.2740157447
856	0.2739382564
857	0.2738923726
858	0.2738448762
859	0.2737984966
860	0.2737790809
861	0.2737255263
862	0.2737084401
863	0.2736234705
864	0.2735990934
865	0.2735824212
866	0.2735258029
867	0.2734799509
868	0.2734181885
869	0.273364905
870	0.2733138327
871	0.2732683121
872	0.2732313599
873	0.2731647894
874	0.2731077905
875	0.2730836145
876	0.2730465333
877	0.2730057908
878	0.272953885
879	0.2729247717
880	0.2728853658
881	0.2728357497
882	0.2728002429
883	0.2727709887
884	0.272738893
885	0.2727248823
886	0.2726772896
887	0.2726409973
888	0.272616371
889	0.2725507722
890	0.272515923
891	0.2724282008
892	0.2723272924
893	0.2723112378
894	0.2722981155
895	0.2722844437
896	0.2722453056
897	0.2722057126
898	0.2721677431
899	0.2721310895
900	0.2720665022
901	0.2720261757
902	0.2719634823
903	0.2719423908
904	0.2719076305
905	0.2718858672
906	0.2718334563
907	0.2717916815
908	0.2717465311
909	0.2717109486
910	0.2716807117
911	0.2716165616
912	0.2715990444
913	0.2715719322
914	0.2715243546
915	0.271483302
916	0.2714336719
917	0.2714119127
918	0.2713361881
919	0.2712957302
920	0.2712551602
921	0.2712254924
922	0.2711876703
923	0.2711546287
924	0.2711259376
925	0.2710686536
926	0.271010953
927	0.2709941098
928	0.2709174485
929	0.2708674194
930	0.2708495901
931	0.2708143146
932	0.2707772605
933	0.2707535706
934	0.2707232468
935	0.2706631259
936	0.2706482152
937	0.2706316418
938	0.2705888472
939	0.2705776252
940	0.2705328667
941	0.2705136853
942	0.2704810341
943	0.2704389512
944	0.27038139
945	0.2703485005
946	0.2703019302
947	0.2702553698
948	0.2701906876
949	0.2701724247
950	0.2701098295
951	0.2700747531
952	0.2700313002
953	0.2700136308
954	0.2699464369
955	0.2699205802
956	0.2698996249
957	0.269865443
958	0.2698171612
959	0.2697427037
960	0.2696934125
961	0.2696872445
962	0.2696803339
963	0.269639575
964	0.2695819302
965	0.2695295959
966	0.2694570067
967	0.2694170465
968	0.2693726999
969	0.269317072
970	0.2692853249
971	0.2692332575
972	0.2692086434
973	0.2691647218
974	0.2691232446
975	0.2690992396
976	0.269066772
977	0.2690342017
978	0.2689952898
979	0.2689235083
980	0.2688942177
981	0.2688682528
982	0.2688568648
983	0.2688171985
984	0.2688026696
985	0.2687536423
986	0.2686940396
987	0.2686579277
988	0.2686371202
989	0.2685579593
990	0.2685244458
991	0.2685068697
992	0.2684937661
993	0.268447042
994	0.2684046114
995	0.2683657002
996	0.2683393957
997	0.2682973298
998	0.2682411981
999	0.2682318584
